budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre,release_year,decade
250000000,http://www.x-menmovies.com/,127585,"1970s, mutant, time travel, marvel comic, based on comic book, superhuman, storm, beast, aftercreditsstinger, changing the past or future",en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.078691,"Twentieth Century Fox Film Corporation, Donners' Company, Marvel Entertainment, Bad Hat Harry Productions, TSG Entertainment, Down Productions, Revolution Sun Studios","United Kingdom, United States of America",2014-05-15,747862775,131.0,English,Released,"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,6032,"['Action', ' Adventure', ' Fantasy', ' Science Fiction']",2014,2010
195000000,http://jackthegiantkiller.warnerbros.com,81005,"based on fairy tale, giant",en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855,"New Line Cinema, Original Film, Legendary Pictures, Warner Bros., Big Kid Pictures, Bad Hat Harry Productions",United States of America,2013-02-27,197687603,114.0,English,Released,Prepare for a giant adventure,Jack the Giant Slayer,5.5,2598,"['Action', ' Family', ' Fantasy']",2013,2010
150000000,http://disney.go.com/disneypictures/princeofpersia,9543,"persia, sandstorm, brother against brother, armageddon, regent, based on video game",en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881,"Walt Disney Pictures, Jerry Bruckheimer Films",United States of America,2010-05-19,335154643,116.0,English,Released,Defy the Future,Prince of Persia: The Sands of Time,6.2,2317,"['Adventure', ' Fantasy', ' Action', ' Romance']",2010,2010
180000000,http://www.pacificrimmovie.com/,68726,"dystopia, giant robot, giant monster, apocalypse, imax, duringcreditsstinger, 3d",en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205,"Legendary Pictures, Warner Bros., Disney Double Dare You (DDY), Indochina Productions","United States of America, Canada",2013-07-11,407602906,131.0,English,Released,"To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4794,"['Action', ' Science Fiction', ' Adventure']",2013,2010
195000000,http://www.transformersmovie.com/,38356,"moon, spacecraft, traitor, bodyguard, alien planet, based on cartoon, transformers, giant robot, sabotage, word domination, commando, duringcreditsstinger",en,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,"Paramount Pictures, Di Bonaventura Pictures, Indochina Productions, Hasbro Studios",United States of America,2011-06-28,1123746996,154.0,English,Released,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,3299,"['Action', ' Science Fiction', ' Adventure']",2011,2010
185000000,http://www.indianajones.com/site/index.html,217,"saving the world, riddle, whip, treasure, mexico city, leather jacket, machinegun, alien phenomenons, maya civilization, peru, treasure hunt, nuclear explosion, refrigerator, archaeologist, indiana jones, archeology ",en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458,"Lucasfilm, Paramount Pictures",United States of America,2008-05-21,786636033,122.0,"English, Deutsch, Pусский",Released,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,"['Adventure', ' Action']",2008,2000
175000000,http://movies.disney.com/the-good-dinosaur,105864,"tyrannosaurus rex, friends, alternate history, dinosaur, fear, storm, nature, human, journey",en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2015-11-14,331926147,93.0,English,Released,Little Arms With Big Attitude,The Good Dinosaur,6.6,1736,"['Adventure', ' Animation', ' Family']",2015,2010
185000000,http://disney.go.com/brave/#/home,62177,"scotland, rebel, bravery, kingdom, archer, wish, bear, scot, rebellious daughter, turns into animal, archery, ruins, aftercreditsstinger, peace offering, woman director, courage, 3d",en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2012-06-21,538983207,93.0,English,Released,Change your fate.,Brave,6.7,4641,"['Animation', ' Adventure', ' Comedy', ' Family', ' Action', ' Fantasy']",2012,2010
180000000,http://disney.go.com/disneypictures/wall-e/,10681,romantic comedy,en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,"Walt Disney Pictures, Pixar Animation Studios, FortyFour Studios",United States of America,2008-06-22,521311860,98.0,English,Released,An adventure beyond the ordinar-E.,WALL·E,7.8,6296,"['Animation', ' Family']",2008,2000
200000000,http://www.sonypictures.com/movies/2012,14161,"civilization, natural disaster, end of the world, disaster, apocalypse, destruction, volcanic eruption, mayan, ark, solar, destruction  of mankind",en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,"Columbia Pictures, Centropolis Entertainment, The Mark Gordon Company, Farewell Productions","Canada, United States of America",2009-10-10,769653595,158.0,"English, Français, हिन्दी, Italiano, Latin, 普通话, Português, Pусский, ",Released,We Were Warned.,2012,5.6,4903,"['Action', ' Adventure', ' Science Fiction']",2009,2000
200000000,http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl,17979,"holiday, based on novel, victorian england, money, christmas eve, scrooge, christmas carol, ghost, lesson, charles dickens, christmas",en,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",39.744242,"Walt Disney, ImageMovers",United States of America,2009-11-04,325233863,96.0,English,Released,Season's Greedings,A Christmas Carol,6.6,1095,"['Animation', ' Drama']",2009,2000
176000003,http://www.jupiterascending.com,76757,"jupiter, space, woman director, 3d, interspecies romance",en,Jupiter Ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",85.36908,"Village Roadshow Pictures, Dune Entertainment, Anarchos Productions, Warner Bros.",United States of America,2015-02-04,183987723,124.0,English,Released,Expand your universe.,Jupiter Ascending,5.2,2768,"['Science Fiction', ' Fantasy', ' Action', ' Adventure']",2015,2010
180000000,http://legendoftarzan.com,258489,"africa, feral child, tarzan, jungle, animal attack",en,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",42.741719,"Village Roadshow Pictures, Dark Horse Entertainment, Jerry Weintraub Productions, RatPac-Dune Entertainment, Beagle Pug Films, Riche Productions, Village Roadshow Films North America","Canada, United Kingdom, United States of America",2016-06-29,356743061,109.0,English,Released,Human. Nature.,The Legend of Tarzan,5.5,2430,"['Action', ' Adventure']",2016,2010
